# catalog_taxonomy.tsv - machine taxonomy of all closed symmetry groups, N = 3..14
# (6112 entries: 3+8+11+27+36+90+131+282+394+948+1316+2866). Produced by code/classify_catalog.cpp
# (N=14 rows from the orbit-partition decomposition catalogue materials/14Spins.txt,
#  which uses the IR canonical representative; see code/catalog_format.cpp).
#
# id      = N/o<order>.<index>; <index> is the 1-based line position inside the
#           "--- order K ---" section of the anchor catalogue file:
#             N = 8        -> materials/8Spins.txt
#             N = 11..13   -> materials/11Spins.txt, 12Spins.txt, 13Spins.txt
#             other N      -> materials/<N>Spins_generated.txt
#           NOTE: regenerating a catalogue may permute lines inside a section
#           (parallel enumeration), so the committed files are the ID anchors.
# order   = |Aut| (recomputed independently; matches every section header)
# twins   = magnetic composite sizes n_g (identical rows off the mutual edge)
# gq      = |Gamma_q| = |Aut| / prod(n_g!)  (residual factor group order)
# orbits  = vertex orbit sizes under the full Aut
# fixedpt = y: has a fixed vertex (entry inherited from level N-1 by the tower
#           theorem); n: fixed-point-free (essentially new at this N).
#           Counts of 'n' per N reproduce f(N): 1,5,3,16,9,54,41,151,112,554,368,1550.
# cyclic  = y iff an element of order |Aut| exists
# maxelt  = maximal element order in Aut
# abelian, ambivalent = y/n, computed when |Aut| <= 2000, else '-'
#           (ambivalent: every element conjugate to its inverse <=> all
#            characters real <=> X-approximation blocks combine pairwise)
id	order	twins	gq	orbits	fixedpt	cyclic	maxelt	abelian	ambivalent
13/o384.21	384	3,2,2,2,2,1,1	4	4+4+3+2	n	n	12	n	y
13/o384.22	384	3,2,2,2,2,2	2	4+4+3+2	n	n	12	n	y
13/o384.23	384	4,2,2,1,1,1,1,1	4	4+4+2+2+1	y	n	6	n	y
13/o384.24	384	4,2,2,2,2,1	1	4+2+2+2+2+1	y	n	6	n	y
13/o384.25	384	2,2,2,2,1,1,1,1,1	24	6+4+2+1	y	n	6	n	y
13/o384.26	384	3,2,2,2,1,1,1,1	8	4+4+3+2	n	n	12	n	y
13/o384.27	384	3,2,2,2,2,2	2	4+3+2+2+2	n	n	12	n	y
13/o384.28	384	4,1,1,1,1,1,1,1,1,1	16	4+4+4+1	y	n	6	n	y
13/o400.1	400	2,1,1,1,1,1,1,1,1,1,1,1	200	10+2+1	y	n	10	n	y
13/o432.1	432	4,1,1,1,1,1,1,1,1,1	18	9+4	n	n	12	n	y
13/o432.2	432	4,1,1,1,1,1,1,1,1,1	18	9+4	n	n	36	n	y
13/o432.3	432	4,3,1,1,1,1,1,1	3	4+3+3+3	n	n	12	n	n
13/o432.4	432	3,1,1,1,1,1,1,1,1,1,1	72	9+3+1	y	n	12	n	y
13/o432.5	432	3,3,1,1,1,1,1,1,1	12	6+6+1	y	n	12	n	y
13/o432.6	432	3,3,3,1,1,1,1	2	6+3+1+1+1+1	y	n	12	n	y
13/o432.7	432	3,3,3,1,1,1,1	2	6+3+2+1+1	y	n	12	n	y
13/o432.8	432	3,3,1,1,1,1,1,1,1	12	6+3+3+1	y	n	12	n	y
13/o432.9	432	3,3,3,1,1,1,1	2	6+3+2+2	n	n	12	n	y
13/o432.10	432	3,3,1,1,1,1,1,1,1	12	6+6+1	y	n	12	n	y
13/o432.11	432	3,3,1,1,1,1,1,1,1	12	6+3+3+1	y	n	6	n	y
13/o432.12	432	3,3,3,2,1,1	1	3+3+3+2+1+1	y	n	6	n	y
13/o432.13	432	3,3,3,1,1,1,1	2	3+3+3+2+2	n	n	6	n	y
13/o480.1	480	3,2,2,1,1,1,1,1,1	20	5+4+3+1	y	n	60	n	y
13/o480.2	480	5,1,1,1,1,1,1,1,1	4	5+4+4	n	n	20	n	n
13/o480.3	480	5,1,1,1,1,1,1,1,1	4	5+4+1+1+1+1	y	n	10	n	y
13/o480.4	480	5,1,1,1,1,1,1,1,1	4	5+4+2+1+1	y	n	10	n	y
13/o480.5	480	5,1,1,1,1,1,1,1,1	4	5+4+2+2	n	n	10	n	y
13/o480.6	480	5,1,1,1,1,1,1,1,1	4	5+4+2+2	n	n	10	n	y
13/o480.7	480	5,1,1,1,1,1,1,1,1	4	5+4+4	n	n	10	n	y
13/o480.8	480	5,2,2,1,1,1,1	1	5+2+2+1+1+1+1	y	n	10	n	y
13/o480.9	480	5,2,1,1,1,1,1,1	2	5+2+2+2+1+1	y	n	10	n	y
13/o480.10	480	5,2,1,1,1,1,1,1	2	5+2+2+2+2	n	n	10	n	y
13/o480.11	480	5,1,1,1,1,1,1,1,1	4	5+2+2+2+2	n	n	10	n	y
13/o480.12	480	2,1,1,1,1,1,1,1,1,1,1,1	240	10+2+1	y	n	10	n	y
13/o480.13	480	4,2,1,1,1,1,1,1,1	10	5+4+2+1+1	y	n	30	n	y
13/o480.14	480	4,1,1,1,1,1,1,1,1,1	20	5+4+2+2	n	n	30	n	y
13/o480.15	480	1,1,1,1,1,1,1,1,1,1,1,1,1	480	8+5	n	n	30	n	y
13/o480.16	480	2,2,2,1,1,1,1,1,1,1	60	6+5+1+1	y	n	30	n	y
13/o504.1	504	3,3,1,1,1,1,1,1,1	14	7+3+3	n	n	42	n	y
13/o512.1	512	2,2,2,2,2,2,1	8	8+2+2+1	y	n	8	n	y
13/o512.2	512	2,2,2,2,2,2,1	8	8+4+1	y	n	8	n	y
13/o512.3	512	2,2,2,2,2,2,1	8	4+4+4+1	y	n	4	n	y
13/o512.4	512	2,2,2,2,1,1,1,1,1	32	8+4+1	y	n	8	n	y
13/o512.5	512	2,2,2,2,2,2,1	8	8+4+1	y	n	4	n	y
13/o576.1	576	4,4,1,1,1,1,1	1	4+4+1+1+1+1+1	y	n	12	n	y
13/o576.2	576	4,1,1,1,1,1,1,1,1,1	24	4+4+4+1	y	n	12	n	y
13/o576.3	576	4,2,2,2,1,1,1	3	6+4+3	n	n	12	n	n
13/o576.4	576	4,2,1,1,1,1,1,1,1	12	6+4+2+1	y	n	12	n	y
13/o576.5	576	4,3,1,1,1,1,1,1	4	4+4+3+1+1	y	n	12	n	y
13/o576.6	576	4,3,1,1,1,1,1,1	4	4+4+3+2	n	n	12	n	y
13/o576.7	576	4,3,2,2,1,1	1	4+3+2+2+1+1	y	n	12	n	y
13/o576.8	576	4,3,2,1,1,1,1	2	4+3+2+2+2	n	n	12	n	y
13/o576.9	576	3,2,1,1,1,1,1,1,1,1	48	8+3+2	n	n	12	n	y
13/o576.10	576	2,2,2,1,1,1,1,1,1,1	72	6+6+1	y	n	12	n	y
13/o576.11	576	3,2,2,2,2,1,1	6	6+3+2+1+1	y	n	12	n	y
13/o576.12	576	3,2,2,2,1,1,1,1	12	6+3+2+2	n	n	12	n	y
13/o576.13	576	2,2,1,1,1,1,1,1,1,1,1	144	9+4	n	n	12	n	y
13/o576.14	576	3,3,2,2,1,1,1	4	6+4+1+1+1	y	n	12	n	y
13/o576.15	576	3,3,2,2,1,1,1	4	6+4+2+1	y	n	12	n	y
13/o576.16	576	3,3,2,2,1,1,1	4	6+4+2+1	y	n	12	n	y
13/o576.17	576	3,3,2,2,2,1	2	6+4+2+1	y	n	12	n	y
13/o576.18	576	3,2,2,1,1,1,1,1,1	24	6+4+3	n	n	12	n	y
13/o576.19	576	3,3,2,2,2,1	2	4+3+3+2+1	y	n	12	n	y
13/o576.20	576	3,3,2,1,1,1,1,1	8	6+4+2+1	y	n	6	n	y
13/o576.21	576	3,3,2,2,2,1	2	6+2+2+2+1	y	n	6	n	y
13/o600.1	600	3,1,1,1,1,1,1,1,1,1,1	100	5+5+3	n	n	30	n	y
13/o640.1	640	2,2,2,2,2,2,1	10	10+2+1	y	n	10	n	y
13/o640.2	640	2,2,2,2,1,1,1,1,1	40	8+5	n	n	20	n	y
13/o640.3	640	2,2,2,2,1,1,1,1,1	40	5+4+4	n	n	20	n	y
13/o648.1	648	3,3,3,1,1,1,1	3	9+3+1	y	n	9	n	n
13/o672.1	672	4,2,1,1,1,1,1,1,1	14	7+4+2	n	n	42	n	y
13/o672.2	672	2,2,2,1,1,1,1,1,1,1	84	7+6	n	n	42	n	y
13/o720.1	720	6,1,1,1,1,1,1,1	1	6+1+1+1+1+1+1+1	y	n	6	n	y
13/o720.2	720	1,1,1,1,1,1,1,1,1,1,1,1,1	720	6+6+1	y	n	6	n	y
13/o720.3	720	5,1,1,1,1,1,1,1,1	6	6+5+1+1	y	n	15	n	y
13/o720.4	720	5,1,1,1,1,1,1,1,1	6	6+5+2	n	n	15	n	y
13/o720.5	720	5,2,1,1,1,1,1,1	3	5+3+3+2	n	n	30	n	n
13/o720.6	720	5,3,1,1,1,1,1	1	5+3+1+1+1+1+1	y	n	15	n	y
13/o720.7	720	5,1,1,1,1,1,1,1,1	6	5+3+3+1+1	y	n	15	n	y
13/o720.8	720	3,1,1,1,1,1,1,1,1,1,1	120	5+5+3	n	n	15	n	y
13/o720.9	720	3,1,1,1,1,1,1,1,1,1,1	120	10+3	n	n	15	n	y
13/o720.10	720	3,3,1,1,1,1,1,1,1	20	6+5+1+1	y	n	30	n	y
13/o720.11	720	3,3,1,1,1,1,1,1,1	20	6+5+2	n	n	30	n	y
13/o720.12	720	3,3,2,1,1,1,1,1	10	5+3+3+2	n	n	30	n	y
13/o768.1	768	2,2,2,2,2,1,1,1	24	8+2+1+1+1	y	n	8	n	y
13/o768.2	768	2,2,2,2,1,1,1,1,1	48	8+2+2+1	y	n	8	n	y
13/o768.3	768	4,1,1,1,1,1,1,1,1,1	32	8+4+1	y	n	12	n	y
13/o768.4	768	4,2,2,2,2,1	2	4+4+2+2+1	y	n	12	n	y
13/o768.5	768	4,2,2,2,2,1	2	4+4+4+1	y	n	12	n	y
13/o768.6	768	2,2,2,2,2,2,1	12	6+4+2+1	y	n	12	n	y
13/o768.7	768	2,2,2,2,2,2,1	12	12+1	y	n	12	n	y
13/o768.8	768	3,2,2,2,2,1,1	8	8+3+1+1	y	n	24	n	y
13/o768.9	768	3,2,2,2,2,1,1	8	8+3+2	n	n	24	n	y
13/o768.10	768	3,2,2,2,2,2	4	4+4+3+2	n	n	12	n	y
13/o768.11	768	4,2,2,1,1,1,1,1	8	4+4+4+1	y	n	12	n	y
13/o768.12	768	3,2,2,2,2,2	4	8+3+2	n	n	12	n	y
13/o864.1	864	4,1,1,1,1,1,1,1,1,1	36	9+4	n	n	12	n	y
13/o864.2	864	4,3,1,1,1,1,1,1	6	6+4+3	n	n	12	n	y
13/o864.3	864	4,3,3,1,1,1	1	4+3+3+1+1+1	y	n	12	n	y
13/o864.4	864	4,3,1,1,1,1,1,1	6	4+3+3+3	n	n	12	n	y
13/o864.5	864	3,3,1,1,1,1,1,1,1	24	6+6+1	y	n	12	n	y
13/o864.6	864	3,3,3,2,1,1	2	6+3+2+1+1	y	n	12	n	y
13/o864.7	864	3,3,3,1,1,1,1	4	6+3+2+2	n	n	12	n	y
13/o864.8	864	3,3,3,2,1,1	2	6+3+2+2	n	n	12	n	y
13/o864.9	864	3,3,3,1,1,1,1	4	6+4+3	n	n	12	n	y
13/o864.10	864	3,3,3,1,1,1,1	4	4+3+3+3	n	n	6	n	y
13/o864.11	864	3,3,3,2,2	1	3+3+3+2+2	n	n	6	n	y
13/o960.1	960	5,1,1,1,1,1,1,1,1	8	8+5	n	n	20	n	y
13/o960.2	960	5,2,2,1,1,1,1	2	5+4+1+1+1+1	y	n	20	n	y
13/o960.3	960	5,2,2,1,1,1,1	2	5+4+2+1+1	y	n	20	n	y
13/o960.4	960	5,1,1,1,1,1,1,1,1	8	5+4+4	n	n	20	n	y
13/o960.5	960	5,2,2,1,1,1,1	2	5+4+2+2	n	n	20	n	y
13/o960.6	960	5,1,1,1,1,1,1,1,1	8	5+4+4	n	n	20	n	y
13/o960.7	960	5,2,2,2,1,1	1	5+2+2+2+1+1	y	n	10	n	y
13/o960.8	960	5,2,2,1,1,1,1	2	5+2+2+2+2	n	n	10	n	y
13/o960.9	960	4,1,1,1,1,1,1,1,1,1	40	5+4+4	n	n	30	n	y
13/o960.10	960	4,2,2,1,1,1,1,1	10	5+4+2+2	n	n	30	n	y
13/o960.11	960	2,2,2,2,1,1,1,1,1	60	6+5+2	n	n	30	n	y
13/o960.12	960	5,1,1,1,1,1,1,1,1	8	8+5	n	n	10	n	y
13/o960.13	960	5,2,1,1,1,1,1,1	4	5+4+2+1+1	y	n	10	n	y
13/o960.14	960	5,1,1,1,1,1,1,1,1	8	5+4+2+2	n	n	10	n	y
13/o960.15	960	5,2,1,1,1,1,1,1	4	5+4+2+2	n	n	10	n	y
13/o960.16	960	5,1,1,1,1,1,1,1,1	8	5+4+4	n	n	10	n	y
13/o1008.1	1008	3,3,1,1,1,1,1,1,1	28	7+6	n	n	42	n	y
13/o1024.1	1024	2,2,2,2,2,2,1	16	8+4+1	y	n	8	n	y
13/o1152.1	1152	4,4,1,1,1,1,1	2	8+1+1+1+1+1	y	n	12	n	y
13/o1152.2	1152	4,4,1,1,1,1,1	2	8+2+1+1+1	y	n	12	n	y
13/o1152.3	1152	4,4,1,1,1,1,1	2	8+2+2+1	y	n	12	n	y
13/o1152.4	1152	4,1,1,1,1,1,1,1,1,1	48	8+4+1	y	n	12	n	y
13/o1152.5	1152	4,4,2,1,1,1	1	4+4+2+1+1+1	y	n	12	n	y
13/o1152.6	1152	4,4,1,1,1,1,1	2	4+4+2+2+1	y	n	12	n	y
13/o1152.7	1152	4,2,2,2,1,1,1	6	6+4+1+1+1	y	n	12	n	y
13/o1152.8	1152	4,2,2,2,1,1,1	6	6+4+3	n	n	12	n	y
13/o1152.9	1152	4,3,2,2,1,1	2	4+4+3+1+1	y	n	12	n	y
13/o1152.10	1152	4,3,2,2,1,1	2	4+4+3+2	n	n	12	n	y
13/o1152.11	1152	4,3,2,2,2	1	4+3+2+2+2	n	n	12	n	y
13/o1152.12	1152	3,2,2,2,1,1,1,1	24	6+4+3	n	n	12	n	y
13/o1152.13	1152	3,2,2,2,2,2	6	6+3+2+2	n	n	12	n	y
13/o1152.14	1152	3,3,2,2,2,1	4	6+4+2+1	y	n	12	n	y
13/o1152.15	1152	4,3,2,1,1,1,1	4	4+4+3+2	n	n	12	n	y
13/o1200.1	1200	5,1,1,1,1,1,1,1,1	10	5+5+1+1+1	y	n	30	n	y
13/o1200.2	1200	3,1,1,1,1,1,1,1,1,1,1	200	10+3	n	n	30	n	y
13/o1280.1	1280	2,2,2,2,1,1,1,1,1	80	8+5	n	n	40	n	y
13/o1296.1	1296	3,3,3,1,1,1,1	6	9+1+1+1+1	y	n	12	n	y
13/o1296.2	1296	3,3,3,1,1,1,1	6	9+3+1	y	n	12	n	y
13/o1296.3	1296	3,3,3,3,1	1	3+3+3+3+1	y	n	6	n	y
13/o1440.1	1440	6,2,1,1,1,1,1	1	6+2+1+1+1+1+1	y	n	10	n	y
13/o1440.2	1440	6,1,1,1,1,1,1,1	2	6+2+2+1+1+1	y	n	10	n	y
13/o1440.3	1440	6,1,1,1,1,1,1,1	2	6+2+2+2+1	y	n	10	n	y
13/o1440.4	1440	1,1,1,1,1,1,1,1,1,1,1,1,1	1440	12+1	y	n	10	n	y
13/o1440.5	1440	5,1,1,1,1,1,1,1,1	12	6+5+1+1	y	n	30	n	y
13/o1440.6	1440	5,1,1,1,1,1,1,1,1	12	6+5+2	n	n	30	n	y
13/o1440.7	1440	5,2,1,1,1,1,1,1	6	6+5+2	n	n	30	n	y
13/o1440.8	1440	5,3,2,1,1,1	1	5+3+2+1+1+1	y	n	30	n	y
13/o1440.9	1440	5,3,1,1,1,1,1	2	5+3+2+2+1	y	n	30	n	y
13/o1440.10	1440	5,2,1,1,1,1,1,1	6	5+3+3+2	n	n	30	n	y
13/o1440.11	1440	3,1,1,1,1,1,1,1,1,1,1	240	10+3	n	n	30	n	y
13/o1440.12	1440	4,3,1,1,1,1,1,1	10	5+4+3+1	y	n	60	n	y
13/o1440.13	1440	3,3,2,1,1,1,1,1	20	6+5+2	n	n	30	n	y
13/o1536.1	1536	2,2,2,2,1,1,1,1,1	96	8+4+1	y	n	8	n	y
13/o1536.2	1536	2,2,2,2,2,2,1	24	8+2+2+1	y	n	8	n	y
13/o1536.3	1536	4,2,2,2,2,1	4	8+4+1	y	n	12	n	y
13/o1536.4	1536	4,2,2,2,2,1	4	4+4+4+1	y	n	12	n	y
13/o1536.5	1536	3,2,2,2,2,2	8	8+3+2	n	n	24	n	y
13/o1680.1	1680	5,1,1,1,1,1,1,1,1	14	7+5+1	y	n	42	n	y
13/o1728.1	1728	4,1,1,1,1,1,1,1,1,1	72	9+4	n	n	12	n	y
13/o1728.2	1728	4,3,3,1,1,1	2	6+4+1+1+1	y	n	12	n	y
13/o1728.3	1728	4,3,3,1,1,1	2	6+4+2+1	y	n	12	n	y
13/o1728.4	1728	4,3,1,1,1,1,1,1	12	6+4+3	n	n	12	n	y
13/o1728.5	1728	4,3,3,2,1	1	4+3+3+2+1	y	n	12	n	y
13/o1728.6	1728	3,3,2,2,2,1	6	6+3+3+1	y	n	12	n	y
13/o1728.7	1728	3,3,3,2,2	2	6+3+2+2	n	n	12	n	y
13/o1728.8	1728	3,3,3,2,2	2	6+4+3	n	n	12	n	y
13/o1728.9	1728	3,3,3,2,2	2	4+3+3+3	n	n	12	n	y
13/o1728.10	1728	3,3,3,1,1,1,1	8	6+4+3	n	n	12	n	y
13/o1920.1	1920	5,1,1,1,1,1,1,1,1	16	8+5	n	n	40	n	y
13/o1920.2	1920	5,1,1,1,1,1,1,1,1	16	8+5	n	n	20	n	y
13/o1920.3	1920	5,2,2,2,1,1	2	5+4+2+1+1	y	n	20	n	y
13/o1920.4	1920	5,2,2,1,1,1,1	4	5+4+2+2	n	n	20	n	y
13/o1920.5	1920	5,2,2,2,1,1	2	5+4+2+2	n	n	20	n	y
13/o1920.6	1920	5,2,2,1,1,1,1	4	5+4+4	n	n	20	n	y
13/o1920.7	1920	4,2,2,1,1,1,1,1	20	5+4+4	n	n	60	n	y
13/o1920.8	1920	3,2,2,2,2,2	10	10+3	n	n	30	n	y
13/o1920.9	1920	5,2,2,1,1,1,1	4	5+4+2+2	n	n	10	n	y
13/o1920.10	1920	5,2,2,2,2	1	5+2+2+2+2	n	n	10	n	y
13/o1920.11	1920	5,1,1,1,1,1,1,1,1	16	5+4+4	n	n	10	n	y
13/o2160.1	2160	6,1,1,1,1,1,1,1	3	6+3+3+1	y	n	15	-	-
13/o2304.1	2304	3,2,2,2,2,1,1	24	8+3+1+1	y	n	24	-	-
13/o2304.2	2304	4,4,2,1,1,1	2	8+2+1+1+1	y	n	12	-	-
13/o2304.3	2304	4,4,1,1,1,1,1	4	8+2+2+1	y	n	12	-	-
13/o2304.4	2304	4,4,2,1,1,1	2	8+2+2+1	y	n	12	-	-
13/o2304.5	2304	4,4,1,1,1,1,1	4	8+4+1	y	n	12	-	-
13/o2304.6	2304	4,4,1,1,1,1,1	4	4+4+4+1	y	n	12	-	-
13/o2304.7	2304	4,4,2,2,1	1	4+4+2+2+1	y	n	12	-	-
13/o2304.8	2304	4,2,2,2,2,1	6	6+4+2+1	y	n	12	-	-
13/o2304.9	2304	4,3,2,2,2	2	4+4+3+2	n	n	12	-	-
13/o2304.10	2304	2,2,2,2,2,2,1	36	6+6+1	y	n	12	-	-
13/o2304.11	2304	3,2,2,2,2,2	12	6+4+3	n	n	12	-	-
13/o2400.1	2400	5,2,1,1,1,1,1,1	10	5+5+2+1	y	n	30	-	-
13/o2592.1	2592	3,3,3,2,1,1	6	9+2+1+1	y	n	18	-	-
13/o2592.2	2592	3,3,3,1,1,1,1	12	9+2+2	n	n	18	-	-
13/o2592.3	2592	3,3,3,3,1	2	6+3+3+1	y	n	12	-	-
13/o2592.4	2592	3,3,3,3,1	2	6+6+1	y	n	12	-	-
13/o2880.1	2880	6,1,1,1,1,1,1,1	4	6+4+1+1+1	y	n	10	-	-
13/o2880.2	2880	6,1,1,1,1,1,1,1	4	6+4+2+1	y	n	10	-	-
13/o2880.3	2880	6,2,2,1,1,1	1	6+2+2+1+1+1	y	n	10	-	-
13/o2880.4	2880	6,2,1,1,1,1,1	2	6+2+2+2+1	y	n	10	-	-
13/o2880.5	2880	5,4,1,1,1,1	1	5+4+1+1+1+1	y	n	20	-	-
13/o2880.6	2880	5,1,1,1,1,1,1,1,1	24	5+4+4	n	n	20	-	-
13/o2880.7	2880	5,2,1,1,1,1,1,1	12	6+5+2	n	n	30	-	-
13/o2880.8	2880	5,3,1,1,1,1,1	4	5+4+3+1	y	n	30	-	-
13/o2880.9	2880	5,3,2,2,1	1	5+3+2+2+1	y	n	30	-	-
13/o3072.1	3072	2,2,2,2,2,2,1	48	8+4+1	y	n	12	-	-
13/o3072.2	3072	4,2,2,2,2,1	8	8+4+1	y	n	24	-	-
13/o3072.3	3072	2,2,2,2,2,2,1	48	12+1	y	n	12	-	-
13/o3456.1	3456	4,4,3,1,1	1	4+4+3+1+1	y	n	12	-	-
13/o3456.2	3456	4,3,3,2,1	2	6+4+2+1	y	n	12	-	-
13/o3456.3	3456	3,3,2,2,2,1	12	6+6+1	y	n	12	-	-
13/o3456.4	3456	3,3,3,2,2	4	6+4+3	n	n	12	-	-
13/o3840.1	3840	2,2,2,2,2,1,1,1	120	10+1+1+1	y	n	12	-	-
13/o3840.2	3840	5,1,1,1,1,1,1,1,1	32	8+5	n	n	20	-	-
13/o3840.3	3840	5,2,2,2,2	2	5+4+2+2	n	n	20	-	-
13/o3840.4	3840	5,2,2,2,2	2	5+4+4	n	n	20	-	-
13/o3840.5	3840	2,2,2,2,1,1,1,1,1	240	8+5	n	n	40	-	-
13/o3840.6	3840	5,2,2,1,1,1,1	8	5+4+4	n	n	20	-	-
13/o4320.1	4320	6,1,1,1,1,1,1,1	6	6+6+1	y	n	15	-	-
13/o4320.2	4320	6,3,1,1,1,1	1	6+3+1+1+1+1	y	n	15	-	-
13/o4320.3	4320	6,1,1,1,1,1,1,1	6	6+3+3+1	y	n	15	-	-
13/o4320.4	4320	5,3,3,1,1	1	5+3+3+1+1	y	n	30	-	-
13/o4608.1	4608	3,2,2,2,2,2	24	8+3+2	n	n	24	-	-
13/o4608.2	4608	4,4,2,2,1	2	8+2+2+1	y	n	12	-	-
13/o4608.3	4608	4,4,2,2,1	2	8+4+1	y	n	12	-	-
13/o4608.4	4608	4,4,2,2,1	2	4+4+4+1	y	n	12	-	-
13/o4608.5	4608	2,2,2,2,2,2,1	72	12+1	y	n	12	-	-
13/o4608.6	4608	4,4,1,1,1,1,1	8	8+4+1	y	n	12	-	-
13/o5040.1	5040	7,1,1,1,1,1,1	1	7+1+1+1+1+1+1	y	n	12	-	-
13/o5184.1	5184	4,3,3,3	1	4+3+3+3	n	n	12	-	-
13/o5184.2	5184	3,3,3,1,1,1,1	24	9+4	n	n	18	-	-
13/o5184.3	5184	3,3,3,2,2	6	9+2+2	n	n	18	-	-
13/o5184.4	5184	3,3,3,3,1	4	6+6+1	y	n	12	-	-
13/o5184.5	5184	3,3,3,3,1	4	12+1	y	n	12	-	-
13/o5760.1	5760	6,2,2,1,1,1	2	6+4+1+1+1	y	n	20	-	-
13/o5760.2	5760	6,2,2,1,1,1	2	6+4+2+1	y	n	20	-	-
13/o5760.3	5760	6,2,2,2,1	1	6+2+2+2+1	y	n	10	-	-
13/o5760.4	5760	5,1,1,1,1,1,1,1,1	48	8+5	n	n	30	-	-
13/o5760.5	5760	5,4,2,1,1	1	5+4+2+1+1	y	n	30	-	-
13/o5760.6	5760	5,4,1,1,1,1	2	5+4+2+2	n	n	30	-	-
13/o5760.7	5760	5,2,2,2,1,1	6	6+5+1+1	y	n	30	-	-
13/o5760.8	5760	5,3,2,2,1	2	5+4+3+1	y	n	60	-	-
13/o5760.9	5760	4,4,1,1,1,1,1	10	5+4+4	n	n	60	-	-
13/o5760.10	5760	6,2,1,1,1,1,1	4	6+4+2+1	y	n	10	-	-
13/o6912.1	6912	4,4,3,1,1	2	8+3+1+1	y	n	24	-	-
13/o6912.2	6912	4,4,3,1,1	2	8+3+2	n	n	24	-	-
13/o6912.3	6912	4,4,3,2	1	4+4+3+2	n	n	12	-	-
13/o6912.4	6912	4,3,2,2,2	6	6+4+3	n	n	12	-	-
13/o7200.1	7200	6,1,1,1,1,1,1,1	10	6+5+1+1	y	n	30	-	-
13/o7200.2	7200	5,3,1,1,1,1,1	10	5+5+3	n	n	60	-	-
13/o7680.1	7680	2,2,2,2,2,2,1	120	10+2+1	y	n	12	-	-
13/o7680.2	7680	5,2,2,2,2	4	8+5	n	n	20	-	-
13/o7680.3	7680	5,2,2,2,2	4	5+4+4	n	n	20	-	-
13/o7776.1	7776	3,3,3,3,1	6	9+3+1	y	n	18	-	-
13/o8640.1	8640	6,1,1,1,1,1,1,1	12	6+6+1	y	n	30	-	-
13/o8640.2	8640	6,3,2,1,1	1	6+3+2+1+1	y	n	30	-	-
13/o8640.3	8640	6,3,1,1,1,1	2	6+3+2+2	n	n	30	-	-
13/o8640.4	8640	5,3,3,1,1	2	6+5+1+1	y	n	30	-	-
13/o8640.5	8640	5,3,3,1,1	2	6+5+2	n	n	30	-	-
13/o8640.6	8640	5,3,3,2	1	5+3+3+2	n	n	30	-	-
13/o9216.1	9216	4,2,2,2,2,1	24	8+4+1	y	n	24	-	-
13/o9216.2	9216	4,4,2,2,1	4	8+4+1	y	n	12	-	-
13/o10080.1	10080	7,2,1,1,1,1	1	7+2+1+1+1+1	y	n	14	-	-
13/o10080.2	10080	7,1,1,1,1,1,1	2	7+2+2+1+1	y	n	14	-	-
13/o10080.3	10080	7,1,1,1,1,1,1	2	7+2+2+2	n	n	14	-	-
13/o10080.4	10080	6,1,1,1,1,1,1,1	14	7+6	n	n	42	-	-
13/o10368.1	10368	4,3,3,3	2	6+4+3	n	n	12	-	-
13/o10368.2	10368	3,3,3,2,2	12	9+4	n	n	36	-	-
13/o10368.3	10368	3,3,3,3,1	8	12+1	y	n	12	-	-
13/o11520.1	11520	6,2,2,2,1	2	6+4+2+1	y	n	20	-	-
13/o11520.2	11520	5,4,1,1,1,1	4	5+4+4	n	n	30	-	-
13/o11520.3	11520	5,4,2,2	1	5+4+2+2	n	n	30	-	-
13/o11520.4	11520	5,2,2,2,2	6	6+5+2	n	n	30	-	-
13/o11520.5	11520	4,4,1,1,1,1,1	20	8+5	n	n	60	-	-
13/o13824.1	13824	4,4,3,2	2	8+3+2	n	n	24	-	-
13/o13824.2	13824	4,4,4,1	1	4+4+4+1	y	n	12	-	-
13/o14400.1	14400	6,2,1,1,1,1,1	10	6+5+2	n	n	30	-	-
13/o14400.2	14400	5,5,1,1,1	1	5+5+1+1+1	y	n	30	-	-
13/o15120.1	15120	7,1,1,1,1,1,1	3	7+3+3	n	n	30	-	-
13/o15360.1	15360	5,2,2,2,2	8	8+5	n	n	40	-	-
13/o17280.1	17280	6,4,1,1,1	1	6+4+1+1+1	y	n	20	-	-
13/o17280.2	17280	6,3,1,1,1,1	4	6+4+3	n	n	30	-	-
13/o17280.3	17280	6,3,2,2	1	6+3+2+2	n	n	30	-	-
13/o17280.4	17280	5,4,3,1	1	5+4+3+1	y	n	60	-	-
13/o17280.5	17280	5,3,3,2	2	6+5+2	n	n	30	-	-
13/o20160.1	20160	7,1,1,1,1,1,1	4	7+4+1+1	y	n	14	-	-
13/o20160.2	20160	7,1,1,1,1,1,1	4	7+4+2	n	n	14	-	-
13/o20160.3	20160	7,2,2,1,1	1	7+2+2+1+1	y	n	14	-	-
13/o20160.4	20160	7,2,1,1,1,1	2	7+2+2+2	n	n	14	-	-
13/o23040.1	23040	3,2,2,2,2,2	120	10+3	n	n	30	-	-
13/o23040.2	23040	5,4,2,2	2	5+4+4	n	n	60	-	-
13/o25920.1	25920	6,3,3,1	1	6+3+3+1	y	n	30	-	-
13/o27648.1	27648	4,4,4,1	2	8+4+1	y	n	24	-	-
