# catalog_taxonomy.tsv - machine taxonomy of all closed symmetry groups, N = 3..14
# (6112 entries: 3+8+11+27+36+90+131+282+394+948+1316+2866). Produced by code/classify_catalog.cpp
# (N=14 rows from the orbit-partition decomposition catalogue materials/14Spins.txt,
#  which uses the IR canonical representative; see code/catalog_format.cpp).
#
# id      = N/o<order>.<index>; <index> is the 1-based line position inside the
#           "--- order K ---" section of the anchor catalogue file:
#             N = 8        -> materials/8Spins.txt
#             N = 11..13   -> materials/11Spins.txt, 12Spins.txt, 13Spins.txt
#             other N      -> materials/<N>Spins_generated.txt
#           NOTE: regenerating a catalogue may permute lines inside a section
#           (parallel enumeration), so the committed files are the ID anchors.
# order   = |Aut| (recomputed independently; matches every section header)
# twins   = magnetic composite sizes n_g (identical rows off the mutual edge)
# gq      = |Gamma_q| = |Aut| / prod(n_g!)  (residual factor group order)
# orbits  = vertex orbit sizes under the full Aut
# fixedpt = y: has a fixed vertex (entry inherited from level N-1 by the tower
#           theorem); n: fixed-point-free (essentially new at this N).
#           Counts of 'n' per N reproduce f(N): 1,5,3,16,9,54,41,151,112,554,368,1550.
# cyclic  = y iff an element of order |Aut| exists
# maxelt  = maximal element order in Aut
# abelian, ambivalent = y/n, computed when |Aut| <= 2000, else '-'
#           (ambivalent: every element conjugate to its inverse <=> all
#            characters real <=> X-approximation blocks combine pairwise)
id	order	twins	gq	orbits	fixedpt	cyclic	maxelt	abelian	ambivalent
13/o8.20	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	4	y	n
13/o8.21	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	4	n	y
13/o8.22	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1	y	n	4	y	n
13/o8.23	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+1+1+1+1+1	y	n	4	n	y
13/o8.24	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+1+1+1+1+1	y	n	4	n	y
13/o8.25	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1	y	n	4	n	y
13/o8.26	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1	y	n	4	n	y
13/o8.27	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1	y	n	4	n	y
13/o8.28	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1	y	n	4	y	n
13/o8.29	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	4	n	y
13/o8.30	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1	y	n	4	n	y
13/o8.31	8	2,2,2,1,1,1,1,1,1,1	1	2+2+2+1+1+1+1+1+1+1	y	n	2	y	y
13/o8.32	8	2,2,1,1,1,1,1,1,1,1,1	2	2+2+2+2+1+1+1+1+1	y	n	2	y	y
13/o8.33	8	2,2,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+1+1+1	y	n	2	y	y
13/o8.34	8	2,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+1+1+1	y	n	2	y	y
13/o8.35	8	2,2,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+2+1	y	n	2	y	y
13/o8.36	8	2,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+2+1	y	n	2	y	y
13/o8.37	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	2+2+2+2+2+2+1	y	n	2	y	y
13/o8.38	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+1+1+1+1+1	y	n	2	y	y
13/o8.39	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+1+1+1	y	n	2	y	y
13/o8.40	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1	y	n	2	y	y
13/o8.41	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1	y	n	2	y	y
13/o8.42	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+1	y	n	2	y	y
13/o8.43	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	2	y	y
13/o8.44	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+2+1+1+1+1+1+1+1	y	n	2	y	y
13/o8.45	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+1+1+1+1+1	y	n	2	y	y
13/o8.46	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+1+1+1+1+1	y	n	2	y	y
13/o8.47	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+1+1+1	y	n	2	y	y
13/o8.48	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+1+1+1	y	n	2	y	y
13/o8.49	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1	y	n	2	y	y
13/o8.50	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1	y	n	2	y	y
13/o8.51	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1	y	n	2	y	y
13/o8.52	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+1+1+1	y	n	2	y	y
13/o8.53	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1	y	n	2	y	y
13/o8.54	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1	y	n	2	y	y
13/o8.55	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1	y	n	2	y	y
13/o8.56	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1	y	n	2	y	y
13/o8.57	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	2	y	y
13/o8.58	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	2	y	y
13/o8.59	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1	y	n	2	y	y
13/o8.60	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1	y	n	2	y	y
13/o8.61	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	2	y	y
13/o8.62	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1	y	n	2	y	y
13/o8.63	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	2	y	y
13/o8.64	8	2,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1	y	n	2	y	y
13/o8.65	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+1+1+1+1+1	y	n	2	y	y
13/o8.66	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1	y	n	2	y	y
13/o8.67	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	2	y	y
13/o8.68	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1	y	n	2	y	y
13/o8.69	8	1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1	y	n	2	y	y
13/o9.1	9	1,1,1,1,1,1,1,1,1,1,1,1,1	9	9+3+1	y	y	9	y	n
13/o9.2	9	1,1,1,1,1,1,1,1,1,1,1,1,1	9	3+3+3+3+1	y	n	3	y	n
13/o9.3	9	1,1,1,1,1,1,1,1,1,1,1,1,1	9	9+3+1	y	n	3	y	n
13/o10.1	10	2,1,1,1,1,1,1,1,1,1,1,1	5	5+5+2+1	y	y	10	y	n
13/o10.2	10	1,1,1,1,1,1,1,1,1,1,1,1,1	10	5+1+1+1+1+1+1+1+1	y	n	5	n	y
13/o10.3	10	1,1,1,1,1,1,1,1,1,1,1,1,1	10	10+1+1+1	y	n	5	n	y
13/o10.4	10	1,1,1,1,1,1,1,1,1,1,1,1,1	10	10+2+1	y	n	5	n	y
13/o10.5	10	1,1,1,1,1,1,1,1,1,1,1,1,1	10	5+5+1+1+1	y	n	5	n	y
13/o12.1	12	3,2,1,1,1,1,1,1,1,1	1	3+2+1+1+1+1+1+1+1+1	y	n	6	n	y
13/o12.2	12	3,1,1,1,1,1,1,1,1,1,1	2	3+2+2+1+1+1+1+1+1	y	n	6	n	y
13/o12.3	12	3,1,1,1,1,1,1,1,1,1,1	2	3+2+2+2+1+1+1+1	y	n	6	n	y
13/o12.4	12	3,1,1,1,1,1,1,1,1,1,1	2	3+2+2+2+2+1+1	y	n	6	n	y
13/o12.5	12	3,1,1,1,1,1,1,1,1,1,1	2	3+2+2+2+2+2	n	n	6	n	y
13/o12.6	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+2+1+1+1+1+1	y	n	6	n	y
13/o12.7	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+2+2+1+1+1	y	n	6	n	y
13/o12.8	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+2+2+2+1	y	n	6	n	y
13/o12.9	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+1+1+1+1+1+1+1	y	n	6	n	y
13/o12.10	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+4+3	n	n	3	n	n
13/o12.11	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	4+3+3+1+1+1	y	n	6	y	n
13/o12.12	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	4+3+3+2+1	y	n	6	y	n
13/o12.13	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	4+3+3+3	n	n	6	y	n
13/o12.14	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+4+3	n	n	6	y	n
13/o12.15	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+4+3	n	n	6	n	y
13/o12.16	12	2,2,1,1,1,1,1,1,1,1,1	3	3+3+2+2+1+1+1	y	n	6	y	n
13/o12.17	12	2,1,1,1,1,1,1,1,1,1,1,1	6	3+3+2+2+2+1	y	n	6	y	n
13/o12.18	12	2,2,1,1,1,1,1,1,1,1,1	3	3+3+3+2+2	n	n	6	y	n
13/o12.19	12	2,1,1,1,1,1,1,1,1,1,1,1	6	6+3+2+2	n	n	6	y	n
13/o12.20	12	2,1,1,1,1,1,1,1,1,1,1,1	6	6+3+2+2	n	n	6	n	y
13/o12.21	12	2,1,1,1,1,1,1,1,1,1,1,1	6	6+2+2+1+1+1	y	n	6	n	y
13/o12.22	12	2,1,1,1,1,1,1,1,1,1,1,1	6	6+2+2+2+1	y	n	6	n	y
13/o12.23	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+2+2+2+1	y	n	6	n	y
13/o12.24	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+4+2+1	y	n	6	n	y
13/o12.25	12	2,1,1,1,1,1,1,1,1,1,1,1	6	3+3+2+1+1+1+1+1	y	n	6	n	y
13/o12.26	12	2,1,1,1,1,1,1,1,1,1,1,1	6	6+2+1+1+1+1+1	y	n	6	n	y
13/o12.27	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+4+1+1+1	y	n	6	n	y
13/o12.28	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	3+3+2+2+1+1+1	y	n	6	n	y
13/o12.29	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+2+2+1+1+1	y	n	6	n	y
13/o12.30	12	2,1,1,1,1,1,1,1,1,1,1,1	6	6+3+2+1+1	y	n	6	y	n
13/o12.31	12	2,1,1,1,1,1,1,1,1,1,1,1	6	3+3+3+2+1+1	y	n	6	n	y
13/o12.32	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+3+2+1+1	y	n	6	n	y
13/o12.33	12	2,1,1,1,1,1,1,1,1,1,1,1	6	6+3+2+1+1	y	n	6	n	y
13/o12.34	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+4+2+1	y	n	6	n	y
13/o12.35	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	3+3+2+2+2+1	y	n	6	n	y
13/o12.36	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+2+2+2+1	y	n	6	n	y
13/o12.37	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+3+2+2	n	n	6	y	n
13/o12.38	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	3+3+3+2+2	n	n	6	n	y
13/o12.39	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+3+2+2	n	n	6	n	y
13/o12.40	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+3+2+2	n	n	6	n	y
13/o12.41	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+3+1+1+1+1	y	n	6	n	y
13/o12.42	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+3+3+1	y	n	6	n	y
13/o12.43	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+6+1	y	n	6	n	y
13/o12.44	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	12+1	y	n	6	n	y
13/o12.45	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+6+1	y	n	6	n	y
13/o12.46	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+6+1	y	n	6	y	n
13/o12.47	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	6+6+1	y	n	6	n	y
13/o12.48	12	1,1,1,1,1,1,1,1,1,1,1,1,1	12	12+1	y	n	3	n	n
13/o14.1	14	1,1,1,1,1,1,1,1,1,1,1,1,1	14	7+1+1+1+1+1+1	y	n	7	n	y
13/o16.1	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+1+1+1+1+1	y	n	8	n	y
13/o16.2	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+1+1+1	y	n	8	n	y
13/o16.3	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+2+1	y	n	8	n	y
13/o16.4	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	4	n	n
13/o16.5	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	8	n	y
13/o16.6	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	8	n	y
13/o16.7	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+1+1+1+1+1	y	n	4	n	y
13/o16.8	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+1+1+1	y	n	4	n	y
13/o16.9	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+1+1+1	y	n	4	n	y
13/o16.10	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+2+1	y	n	4	n	y
13/o16.11	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+2+1	y	n	4	n	y
13/o16.12	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+2+1	y	n	4	n	y
13/o16.13	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+2+1	y	n	4	n	y
13/o16.14	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	4	n	y
13/o16.15	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	4	n	y
13/o16.16	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1	y	n	4	n	y
13/o16.17	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1	y	n	4	y	n
13/o16.18	16	2,2,2,1,1,1,1,1,1,1	2	4+2+1+1+1+1+1+1+1	y	n	4	n	y
13/o16.19	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+1+1+1+1+1	y	n	4	n	y
13/o16.20	16	2,2,2,1,1,1,1,1,1,1	2	4+2+2+1+1+1+1+1	y	n	4	n	y
13/o16.21	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1	y	n	4	n	y
13/o16.22	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1	y	n	4	n	y
13/o16.23	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1	y	n	4	n	y
13/o16.24	16	2,2,2,1,1,1,1,1,1,1	2	4+2+2+2+1+1+1	y	n	4	n	y
13/o16.25	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+2+1+1+1	y	n	4	n	y
13/o16.26	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1	y	n	4	n	y
13/o16.27	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1	y	n	4	n	y
13/o16.28	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1	y	n	4	n	y
13/o16.29	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+2+2+1	y	n	4	n	y
13/o16.30	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1	y	n	4	n	y
13/o16.31	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1	y	n	4	n	y
13/o16.32	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+2+2+1	y	n	4	n	y
13/o16.33	16	2,2,2,1,1,1,1,1,1,1	2	4+2+2+2+2+1	y	n	4	n	y
13/o16.34	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1	y	n	4	n	y
13/o16.35	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	4	n	y
13/o16.36	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+1+1+1+1+1	y	n	4	n	y
13/o16.37	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+2+1+1+1	y	n	4	n	y
13/o16.38	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+4+1	y	n	4	n	n
13/o16.39	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1	y	n	4	n	y
13/o16.40	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+4+1	y	n	4	n	y
13/o16.41	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+4+1	y	n	4	n	y
13/o16.42	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	4	n	y
13/o16.43	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	4	n	y
13/o16.44	16	2,1,1,1,1,1,1,1,1,1,1,1	8	8+2+1+1+1	y	n	4	n	y
13/o16.45	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+2+1	y	n	4	n	y
13/o16.46	16	2,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1	y	n	4	n	y
13/o16.47	16	2,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1	y	n	4	n	y
13/o16.48	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	4	n	y
13/o16.49	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	4	n	y
13/o16.50	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+4+1	y	n	4	n	y
13/o16.51	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+4+1	y	n	4	y	n
13/o16.52	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+1+1+1+1+1	y	n	2	y	y
13/o16.53	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+1+1+1	y	n	2	y	y
13/o16.54	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1	y	n	2	y	y
13/o16.55	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1	y	n	2	y	y
13/o16.56	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+2+2+2+2+1	y	n	2	y	y
13/o16.57	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1	y	n	2	y	y
13/o16.58	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1	y	n	2	y	y
13/o16.59	16	2,2,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1	y	n	2	y	y
13/o16.60	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	2	y	y
13/o16.61	16	2,2,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1	y	n	2	y	y
13/o16.62	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1	y	n	2	y	y
13/o16.63	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+2+2+1	y	n	2	y	y
13/o16.64	16	2,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1	y	n	2	y	y
13/o16.65	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+4+1	y	n	2	y	y
13/o16.66	16	2,2,2,2,1,1,1,1,1	1	2+2+2+2+1+1+1+1+1	y	n	2	y	y
13/o16.67	16	2,2,2,1,1,1,1,1,1,1	2	2+2+2+2+2+1+1+1	y	n	2	y	y
13/o16.68	16	2,2,2,1,1,1,1,1,1,1	2	2+2+2+2+2+2+1	y	n	2	y	y
13/o16.69	16	2,2,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+2+1	y	n	2	y	y
13/o16.70	16	2,1,1,1,1,1,1,1,1,1,1,1	8	8+2+1+1+1	y	n	2	y	y
13/o16.71	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+2+2+1	y	n	2	y	y
13/o16.72	16	2,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1	y	n	2	y	y
13/o16.73	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	8+4+1	y	n	2	y	y
13/o16.74	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+1+1+1+1+1	y	n	2	y	y
13/o16.75	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+2+1+1+1	y	n	2	y	y
13/o16.76	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+2+2+1	y	n	2	y	y
13/o16.77	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+2+2+1	y	n	2	y	y
13/o16.78	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+2+2+1	y	n	2	y	y
13/o16.79	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+4+1	y	n	2	y	y
13/o16.80	16	1,1,1,1,1,1,1,1,1,1,1,1,1	16	4+4+4+1	y	n	2	y	y
13/o18.1	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	9+1+1+1+1	y	n	9	n	y
13/o18.2	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	9+3+1	y	n	6	n	n
13/o18.3	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	6+6+1	y	n	6	n	n
13/o18.4	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	6+3+3+1	y	n	6	n	n
13/o18.5	18	3,1,1,1,1,1,1,1,1,1,1	3	3+3+3+1+1+1+1	y	n	6	n	n
13/o18.6	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	3+3+3+3+1	y	n	6	n	n
13/o18.7	18	3,1,1,1,1,1,1,1,1,1,1	3	3+3+3+3+1	y	n	6	n	n
13/o18.8	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	9+3+1	y	n	9	n	y
13/o18.9	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	9+1+1+1+1	y	n	3	n	y
13/o18.10	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	6+6+1	y	n	3	n	y
13/o18.11	18	1,1,1,1,1,1,1,1,1,1,1,1,1	18	9+3+1	y	n	3	n	y
13/o20.1	20	1,1,1,1,1,1,1,1,1,1,1,1,1	20	10+1+1+1	y	n	10	n	y
13/o20.2	20	1,1,1,1,1,1,1,1,1,1,1,1,1	20	10+2+1	y	n	10	n	y
13/o20.3	20	2,1,1,1,1,1,1,1,1,1,1,1	10	5+2+1+1+1+1+1+1	y	n	10	n	y
13/o20.4	20	1,1,1,1,1,1,1,1,1,1,1,1,1	20	5+2+2+1+1+1+1	y	n	10	n	y
13/o20.5	20	1,1,1,1,1,1,1,1,1,1,1,1,1	20	5+2+2+2+1+1	y	n	10	n	y
13/o20.6	20	1,1,1,1,1,1,1,1,1,1,1,1,1	20	5+2+2+2+2	n	n	10	n	y
13/o20.7	20	1,1,1,1,1,1,1,1,1,1,1,1,1	20	10+1+1+1	y	n	5	n	n
13/o20.8	20	1,1,1,1,1,1,1,1,1,1,1,1,1	20	10+2+1	y	n	5	n	n
13/o20.9	20	2,1,1,1,1,1,1,1,1,1,1,1	10	10+2+1	y	n	10	n	y
13/o20.10	20	2,1,1,1,1,1,1,1,1,1,1,1	10	5+5+2+1	y	n	10	n	y
13/o22.1	22	1,1,1,1,1,1,1,1,1,1,1,1,1	22	11+1+1	y	n	11	n	y
13/o24.1	24	2,2,1,1,1,1,1,1,1,1,1	6	4+3+3+1+1+1	y	n	12	n	n
13/o24.2	24	3,1,1,1,1,1,1,1,1,1,1	4	4+4+3+1+1	y	n	12	n	n
13/o24.3	24	2,2,1,1,1,1,1,1,1,1,1	6	4+3+3+2+1	y	n	12	n	n
13/o24.4	24	3,1,1,1,1,1,1,1,1,1,1	4	4+4+3+2	n	n	12	n	n
13/o24.5	24	2,2,1,1,1,1,1,1,1,1,1	6	4+3+3+3	n	n	12	n	n
13/o24.6	24	2,2,1,1,1,1,1,1,1,1,1	6	6+4+3	n	n	12	n	n
13/o24.7	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	12+1	y	n	12	n	y
13/o24.8	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	6+4+3	n	n	4	n	y
13/o24.9	24	4,1,1,1,1,1,1,1,1,1	1	4+1+1+1+1+1+1+1+1+1	y	n	4	n	y
13/o24.10	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	4+4+1+1+1+1+1	y	n	4	n	y
13/o24.11	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	6+4+1+1+1	y	n	4	n	y
13/o24.12	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	4+4+4+1	y	n	4	n	y
13/o24.13	24	2,2,2,1,1,1,1,1,1,1	3	6+3+1+1+1+1	y	n	6	n	n
13/o24.14	24	2,2,2,1,1,1,1,1,1,1	3	6+3+3+1	y	n	6	n	n
13/o24.15	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	6+6+1	y	n	6	n	n
13/o24.16	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	12+1	y	n	6	n	n
13/o24.17	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	12+1	y	n	4	n	y
13/o24.18	24	2,2,1,1,1,1,1,1,1,1,1	6	6+4+3	n	n	6	n	n
13/o24.19	24	3,1,1,1,1,1,1,1,1,1,1	4	4+3+1+1+1+1+1+1	y	n	6	n	y
13/o24.20	24	3,1,1,1,1,1,1,1,1,1,1	4	4+3+2+1+1+1+1	y	n	6	n	y
13/o24.21	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	4+3+3+1+1+1	y	n	6	n	y
13/o24.22	24	3,1,1,1,1,1,1,1,1,1,1	4	4+3+2+2+1+1	y	n	6	n	y
13/o24.23	24	3,1,1,1,1,1,1,1,1,1,1	4	4+3+2+2+1+1	y	n	6	n	y
13/o24.24	24	3,1,1,1,1,1,1,1,1,1,1	4	4+4+3+1+1	y	n	6	n	y
13/o24.25	24	1,1,1,1,1,1,1,1,1,1,1,1,1	24	4+3+3+2+1	y	n	6	n	y
13/o24.26	24	3,1,1,1,1,1,1,1,1,1,1	4	4+3+2+2+2	n	n	6	n	y
13/o24.27	24	3,1,1,1,1,1,1,1,1,1,1	4	4+3+2+2+2	n	n	6	n	y
13/o24.28	24	3,1,1,1,1,1,1,1,1,1,1	4	4+3+2+2+2	n	n	6	n	y
